System Time, Elapsed Time (sec), Package Power (Watt), CPU Power (Watt), DRAM Power (Watt), GPU Power (Watt), E-Core Frequency (Mhz), P-Core Frequency (Mhz), GPU Frequency (Mhz), CPU MIN Temperature (C), CPU AVG Temperature (C), CPU MAX Temperature (C), GPU AVG Temperature (C), CPU Utilization (%), E-Core Utilization (%), P-Core Utilization (%), GPU Utilization (%)
11:12:28.262, 0.000, 0.405, 0.398, 0.000, 0.012, 1537, 1929, 0, 48, 48, 48, 47, 9.031, 9.950, 8.571, 1.000
11:12:29.257, 0.995, 0.433, 0.420, 0.000, 0.018, 1277, 2020, 0, 48, 48, 48, 47, 8.809, 11.616, 7.412, 10.000
11:12:30.254, 1.992, 0.239, 0.242, 0.000, 0.000, 975, 1773, 0, 47, 47, 47, 47, 7.095, 6.533, 7.375, 0.000
11:12:31.255, 2.993, 1.752, 1.760, 0.000, 0.014, 1041, 2625, 0, 47, 47, 47, 47, 8.598, 7.769, 9.011, 1.000
11:12:32.276, 4.014, 7.348, 7.438, 0.000, 0.002, 1326, 3399, 0, 47, 52, 62, 47, 15.460, 6.112, 20.122, 0.000
11:12:33.256, 4.994, 7.105, 7.190, 0.000, 0.002, 1338, 3403, 0, 47, 52, 73, 47, 14.805, 5.974, 19.221, 2.000
11:12:34.255, 5.993, 7.093, 7.178, 0.000, 0.002, 971, 3403, 0, 47, 53, 74, 48, 15.680, 8.291, 19.351, 0.000
11:12:35.256, 6.994, 7.013, 7.098, 0.000, 0.002, 968, 2718, 0, 47, 53, 71, 48, 15.628, 7.731, 19.576, 0.000
11:12:36.257, 7.995, 7.060, 7.146, 0.000, 0.002, 968, 3402, 0, 48, 53, 74, 48, 15.289, 6.716, 19.554, 0.000
11:12:37.247, 8.985, 0.162, 0.162, 0.000, 0.002, 962, 1519, 0, 49, 49, 49, 48, 8.136, 7.653, 8.376, 1.000
11:12:38.255, 9.993, 0.247, 0.246, 0.000, 0.004, 953, 1820, 0, 48, 48, 48, 48, 7.007, 6.948, 7.037, 0.000
11:12:39.261, 10.999, 0.255, 0.256, 0.000, 0.002, 965, 1792, 0, 48, 48, 48, 48, 7.654, 8.750, 7.107, 1.000
11:12:40.254, 11.992, 0.249, 0.250, 0.000, 0.002, 965, 1779, 0, 48, 48, 48, 48, 7.538, 8.586, 7.018, 0.000
11:12:41.271, 13.009, 6.973, 7.062, 0.000, 0.002, 969, 3400, 0, 47, 51, 66, 48, 14.943, 8.354, 18.249, 1.000
11:12:42.256, 13.994, 6.881, 6.966, 0.000, 0.002, 968, 3402, 0, 48, 53, 72, 48, 15.365, 7.417, 19.314, 0.000
11:12:43.255, 14.993, 7.040, 7.126, 0.000, 0.002, 968, 3402, 0, 48, 53, 65, 48, 15.404, 6.767, 19.701, 0.000
11:12:44.246, 15.984, 6.970, 7.054, 0.000, 0.002, 968, 3403, 0, 48, 53, 75, 48, 15.067, 6.818, 19.192, 1.000
11:12:45.254, 16.992, 7.006, 7.090, 0.000, 0.002, 968, 3403, 0, 48, 54, 75, 49, 15.250, 6.784, 19.451, 0.000
11:12:46.263, 18.001, 1.323, 1.326, 0.000, 0.012, 999, 1826, 0, 49, 49, 49, 49, 13.036, 10.396, 14.356, 1.000
11:12:47.257, 18.995, 0.265, 0.264, 0.000, 0.004, 964, 1823, 0, 49, 49, 49, 49, 7.101, 7.053, 7.125, 0.000
11:12:48.255, 19.993, 0.211, 0.210, 0.000, 0.004, 964, 1653, 0, 49, 49, 49, 49, 8.999, 13.165, 6.927, 1.000
11:12:49.255, 20.994, 0.263, 0.262, 0.000, 0.004, 954, 1858, 0, 49, 49, 49, 48, 6.971, 6.767, 7.072, 0.000
11:12:50.255, 21.993, 0.318, 0.314, 0.000, 0.008, 995, 1755, 0, 48, 48, 48, 48, 7.860, 8.772, 7.403, 1.000
11:12:51.255, 22.993, 0.261, 0.260, 0.000, 0.004, 968, 1743, 0, 49, 49, 49, 48, 7.500, 8.500, 7.000, 0.000
11:12:52.256, 23.994, 0.259, 0.258, 0.000, 0.004, 957, 1814, 0, 49, 49, 49, 48, 7.441, 8.081, 7.125, 0.000
11:12:53.255, 24.993, 0.241, 0.240, 0.000, 0.004, 962, 1735, 0, 49, 49, 49, 48, 7.185, 7.519, 7.018, 0.000
11:12:54.256, 25.994, 1.841, 1.850, 0.000, 0.014, 1048, 1630, 0, 47, 49, 59, 48, 8.978, 8.250, 9.340, 1.000
11:12:55.254, 26.993, 0.269, 0.268, 0.000, 0.004, 960, 1801, 0, 49, 49, 49, 48, 7.744, 9.000, 7.116, 0.000
11:12:56.254, 27.992, 0.251, 0.250, 0.000, 0.004, 962, 1757, 0, 49, 49, 49, 48, 7.029, 7.071, 7.009, 0.000
11:12:57.254, 28.992, 0.238, 0.236, 0.000, 0.004, 954, 1796, 0, 48, 48, 48, 48, 7.035, 7.035, 7.035, 1.000
11:12:58.255, 29.993, 2.244, 2.264, 0.000, 0.008, 1021, 2824, 0, 48, 48, 48, 48, 8.757, 7.750, 9.262, 0.000
11:12:59.255, 30.993, 7.019, 7.098, 0.000, 0.008, 991, 3403, 0, 47, 53, 74, 48, 15.940, 8.861, 19.448, 1.000
11:13:00.255, 31.993, 7.089, 7.172, 0.000, 0.006, 1034, 2429, 0, 48, 53, 67, 48, 16.653, 10.804, 19.552, 0.000
11:13:01.258, 32.996, 7.278, 7.364, 0.000, 0.004, 980, 3401, 0, 48, 53, 75, 48, 15.664, 7.901, 19.554, 0.000
11:13:02.255, 33.994, 7.182, 7.268, 0.000, 0.004, 968, 3403, 0, 48, 54, 75, 48, 15.612, 7.888, 19.444, 0.000
11:13:03.255, 34.993, 3.013, 3.038, 0.000, 0.012, 990, 1726, 0, 49, 49, 49, 49, 13.178, 8.229, 15.664, 1.000
11:13:04.255, 35.993, 0.251, 0.250, 0.000, 0.004, 967, 1773, 0, 49, 49, 49, 49, 7.131, 7.232, 7.081, 0.000
11:13:05.256, 36.994, 0.255, 0.254, 0.000, 0.004, 953, 1837, 0, 49, 49, 49, 49, 7.089, 7.035, 7.116, 0.000
11:13:06.255, 37.994, 0.227, 0.226, 0.000, 0.004, 968, 1664, 0, 49, 49, 49, 49, 7.370, 8.333, 6.892, 0.000
11:13:07.257, 38.995, 0.321, 0.316, 0.000, 0.008, 1003, 1834, 0, 48, 48, 48, 48, 8.389, 9.975, 7.597, 1.000
11:13:08.256, 39.995, 0.265, 0.264, 0.000, 0.004, 956, 1735, 0, 48, 48, 48, 48, 6.922, 6.549, 7.107, 0.000
11:13:09.255, 40.993, 0.367, 0.368, 0.000, 0.004, 1124, 1665, 0, 49, 49, 49, 48, 9.908, 15.869, 6.927, 0.000
11:13:10.248, 41.986, 0.221, 0.220, 0.000, 0.004, 953, 1738, 0, 49, 49, 49, 48, 7.943, 10.050, 6.892, 1.000
11:13:11.255, 42.993, 3.069, 3.098, 0.000, 0.008, 1069, 2996, 0, 49, 49, 49, 48, 9.326, 7.500, 10.237, 0.000
11:13:12.255, 43.993, 6.898, 6.980, 0.000, 0.004, 983, 3403, 0, 48, 53, 74, 48, 15.745, 8.333, 19.424, 1.000
11:13:13.253, 44.992, 6.932, 7.016, 0.000, 0.002, 976, 3403, 0, 48, 53, 74, 48, 15.301, 7.286, 19.298, 0.000
11:13:14.247, 45.985, 6.918, 7.002, 0.000, 0.004, 1000, 3403, 0, 48, 53, 75, 49, 15.308, 6.767, 19.552, 0.000
11:13:15.255, 46.993, 7.064, 7.150, 0.000, 0.004, 1033, 2417, 0, 49, 54, 68, 49, 15.321, 7.232, 19.375, 0.000
11:13:16.262, 48.001, 5.837, 5.904, 0.000, 0.006, 971, 3182, 0, 48, 54, 74, 49, 14.876, 7.463, 18.564, 1.000
11:13:17.255, 48.993, 0.239, 0.238, 0.000, 0.004, 957, 1799, 0, 49, 49, 49, 49, 6.908, 6.835, 6.944, 0.000
11:13:18.255, 49.993, 0.239, 0.238, 0.000, 0.004, 957, 1739, 0, 49, 49, 49, 49, 8.424, 11.278, 7.000, 0.000
11:13:19.247, 50.985, 0.340, 0.340, 0.000, 0.004, 1123, 1624, 0, 49, 49, 49, 49, 8.090, 10.276, 7.000, 0.000
11:13:20.255, 51.993, 0.300, 0.296, 0.000, 0.008, 983, 1866, 0, 49, 49, 49, 49, 8.848, 11.587, 7.491, 1.000
11:13:21.255, 52.993, 0.225, 0.224, 0.000, 0.004, 962, 1706, 0, 49, 49, 49, 49, 7.179, 7.305, 7.116, 0.000
11:13:22.255, 53.993, 0.239, 0.238, 0.000, 0.004, 964, 1737, 0, 49, 49, 49, 49, 7.571, 8.955, 6.875, 1.000
11:13:23.254, 54.993, 0.251, 0.250, 0.000, 0.004, 958, 1740, 0, 49, 49, 49, 49, 7.513, 8.543, 7.000, 0.000
11:13:24.255, 55.993, 0.350, 0.350, 0.000, 0.004, 998, 1717, 0, 48, 48, 48, 48, 7.185, 6.784, 7.384, 0.000
11:13:25.275, 57.014, 7.163, 7.250, 0.000, 0.002, 968, 3399, 0, 48, 52, 68, 49, 15.994, 7.524, 20.218, 1.000
11:13:26.264, 58.003, 6.948, 7.034, 0.000, 0.002, 968, 3401, 0, 49, 54, 72, 49, 15.293, 6.650, 19.593, 0.000
11:13:27.257, 58.995, 6.931, 7.018, 0.000, 0.002, 988, 3400, 0, 49, 54, 70, 49, 19.444, 18.782, 19.773, 0.000
11:13:28.254, 59.993, 6.774, 6.860, 0.000, 0.002, 968, 3402, 0, 49, 54, 71, 49, 17.479, 13.636, 19.395, 1.000
11:13:29.255, 60.993, 6.833, 6.918, 0.000, 0.002, 968, 3402, 0, 49, 54, 71, 50, 15.167, 6.549, 19.427, 0.000
11:13:30.255, 61.993, 0.215, 0.214, 0.000, 0.004, 964, 1654, 0, 51, 51, 51, 50, 10.267, 9.250, 10.777, 0.000
11:13:31.257, 62.995, 0.257, 0.256, 0.000, 0.004, 964, 1721, 0, 50, 50, 50, 50, 7.533, 7.960, 7.320, 1.000
11:13:32.255, 63.993, 0.265, 0.264, 0.000, 0.004, 967, 1745, 0, 49, 49, 49, 49, 7.525, 8.564, 7.009, 0.000
11:13:33.254, 64.993, 0.296, 0.290, 0.000, 0.010, 987, 1731, 0, 49, 49, 49, 49, 9.091, 13.065, 7.116, 1.000
11:13:34.257, 65.995, 0.308, 0.308, 0.000, 0.004, 953, 1946, 0, 49, 49, 49, 49, 8.146, 8.978, 7.731, 0.000
11:13:35.255, 66.993, 0.261, 0.260, 0.000, 0.004, 967, 1731, 0, 49, 49, 49, 49, 7.395, 8.122, 7.035, 0.000
11:13:36.254, 67.993, 0.243, 0.242, 0.000, 0.004, 957, 1798, 0, 49, 49, 49, 49, 7.423, 8.229, 7.018, 1.000
11:13:37.253, 68.991, 0.239, 0.238, 0.000, 0.004, 960, 1729, 0, 49, 49, 49, 49, 7.173, 7.323, 7.098, 0.000
11:13:38.261, 70.000, 6.919, 7.000, 0.000, 0.006, 977, 3401, 0, 48, 51, 60, 49, 12.718, 8.458, 14.856, 0.000
11:13:39.254, 70.992, 4.894, 4.948, 0.000, 0.008, 985, 2915, 0, 49, 53, 68, 49, 14.238, 6.801, 17.942, 1.000
11:13:40.255, 71.993, 0.267, 0.266, 0.000, 0.004, 965, 1812, 0, 49, 49, 49, 49, 7.410, 8.271, 6.983, 0.000
11:13:41.254, 72.993, 0.222, 0.220, 0.000, 0.004, 964, 1686, 0, 49, 49, 49, 49, 7.454, 8.312, 7.026, 0.000
11:13:42.262, 74.000, 0.366, 0.366, 0.000, 0.004, 965, 1981, 0, 49, 49, 49, 49, 7.895, 9.113, 7.284, 0.000
11:13:43.255, 74.994, 1.308, 1.316, 0.000, 0.008, 1042, 2602, 0, 49, 49, 49, 49, 8.206, 7.398, 8.608, 1.000
11:13:44.262, 76.000, 6.745, 6.828, 0.000, 0.002, 968, 3402, 0, 48, 53, 69, 49, 15.724, 7.769, 19.676, 0.000
11:13:45.254, 76.992, 0.182, 0.180, 0.000, 0.004, 956, 1567, 0, 50, 50, 50, 49, 9.237, 8.184, 9.759, 1.000
11:13:46.255, 77.993, 0.245, 0.244, 0.000, 0.004, 957, 1803, 0, 49, 49, 49, 49, 7.426, 8.374, 6.948, 0.000
11:13:47.256, 78.994, 0.253, 0.252, 0.000, 0.004, 964, 1767, 0, 49, 49, 49, 49, 7.077, 6.801, 7.214, 0.000
11:13:48.255, 79.993, 0.247, 0.246, 0.000, 0.004, 969, 1750, 0, 49, 49, 49, 49, 9.197, 13.784, 6.901, 1.000
11:13:49.263, 81.001, 0.324, 0.320, 0.000, 0.008, 954, 1949, 0, 49, 49, 49, 49, 9.008, 8.933, 9.046, 0.000
11:13:50.258, 81.996, 0.271, 0.270, 0.000, 0.004, 962, 1792, 0, 49, 49, 49, 49, 7.563, 8.629, 7.035, 1.000
11:13:51.255, 82.993, 0.247, 0.246, 0.000, 0.004, 967, 1691, 0, 49, 49, 49, 49, 7.358, 8.020, 7.026, 0.000
11:13:52.256, 83.994, 0.249, 0.248, 0.000, 0.004, 967, 1658, 0, 49, 49, 49, 48, 7.494, 8.271, 7.107, 0.000
11:13:53.263, 85.001, 6.755, 6.834, 0.000, 0.006, 987, 3392, 0, 48, 51, 59, 48, 12.656, 9.023, 14.464, 0.000
11:13:54.255, 85.993, 6.503, 6.580, 0.000, 0.004, 993, 3396, 0, 49, 53, 70, 49, 16.178, 9.572, 19.472, 1.000
11:13:55.256, 86.995, 6.376, 6.454, 0.000, 0.004, 973, 3358, 0, 49, 53, 69, 49, 16.345, 10.076, 19.472, 0.000
11:13:56.257, 87.995, 6.359, 6.436, 0.000, 0.004, 974, 3395, 0, 49, 53, 69, 49, 16.153, 9.524, 19.451, 0.000
11:13:57.253, 88.992, 6.318, 6.394, 0.000, 0.004, 977, 3399, 0, 49, 53, 69, 50, 15.983, 8.838, 19.524, 0.000
11:13:58.257, 89.995, 0.435, 0.436, 0.000, 0.004, 1015, 1792, 0, 50, 50, 50, 50, 10.531, 9.181, 11.208, 1.000
11:13:59.261, 90.999, 0.290, 0.290, 0.000, 0.004, 967, 1806, 0, 50, 50, 50, 49, 7.890, 8.479, 7.597, 0.000
11:14:00.254, 91.992, 0.255, 0.254, 0.000, 0.004, 972, 1752, 0, 49, 49, 49, 49, 8.648, 11.899, 7.035, 1.000
11:14:01.254, 92.992, 0.265, 0.264, 0.000, 0.004, 969, 1753, 0, 49, 49, 49, 49, 7.937, 9.799, 7.009, 0.000
11:14:02.256, 93.994, 0.251, 0.250, 0.000, 0.004, 962, 1756, 0, 49, 49, 49, 49, 7.506, 7.576, 7.472, 1.000
11:14:03.255, 94.993, 0.275, 0.274, 0.000, 0.004, 956, 1810, 0, 49, 49, 49, 49, 7.262, 7.769, 7.009, 0.000
11:14:04.254, 95.993, 0.233, 0.232, 0.000, 0.004, 962, 1708, 0, 49, 49, 49, 49, 7.531, 8.772, 6.910, 0.000
11:14:05.254, 96.992, 0.243, 0.242, 0.000, 0.004, 962, 1738, 0, 49, 49, 49, 49, 7.333, 7.789, 7.107, 0.000
11:14:06.255, 97.993, 0.249, 0.248, 0.000, 0.004, 957, 1819, 0, 49, 49, 49, 49, 7.475, 7.481, 7.472, 1.000
11:14:07.254, 98.992, 0.239, 0.238, 0.000, 0.004, 954, 1796, 0, 49, 49, 49, 49, 7.035, 7.305, 6.901, 0.000
11:14:08.255, 99.993, 0.227, 0.226, 0.000, 0.004, 960, 1699, 0, 49, 49, 49, 49, 7.167, 7.519, 6.991, 0.000
11:14:09.256, 100.994, 0.255, 0.254, 0.000, 0.004, 957, 1830, 0, 49, 49, 49, 48, 7.333, 7.769, 7.116, 0.000
11:14:10.255, 101.993, 0.397, 0.400, 0.000, 0.002, 1171, 1827, 0, 49, 49, 49, 48, 11.185, 19.144, 7.241, 1.000
11:14:11.254, 102.992, 0.243, 0.242, 0.000, 0.004, 957, 1759, 0, 49, 49, 49, 49, 7.018, 7.250, 6.901, 0.000
11:14:12.254, 103.992, 0.241, 0.240, 0.000, 0.004, 962, 1740, 0, 48, 48, 48, 48, 7.185, 7.538, 7.009, 0.000
11:14:13.254, 104.992, 0.251, 0.250, 0.000, 0.004, 957, 1760, 0, 48, 48, 48, 48, 7.827, 8.794, 7.347, 0.000
11:14:14.255, 105.994, 0.267, 0.266, 0.000, 0.004, 954, 1852, 0, 48, 48, 48, 48, 7.577, 8.020, 7.357, 1.000
11:14:15.255, 106.993, 0.255, 0.254, 0.000, 0.004, 965, 1801, 0, 48, 48, 48, 48, 7.441, 8.291, 7.018, 0.000
11:14:16.255, 107.993, 0.237, 0.236, 0.000, 0.004, 962, 1730, 0, 48, 48, 48, 48, 7.179, 7.519, 7.009, 0.000
11:14:17.255, 108.993, 0.231, 0.230, 0.000, 0.004, 954, 1794, 0, 48, 48, 48, 48, 6.873, 6.566, 7.026, 1.000
11:14:18.254, 109.992, 5.588, 5.646, 0.000, 0.012, 1015, 3307, 0, 47, 51, 64, 48, 13.610, 11.750, 14.534, 0.000
11:14:19.246, 110.984, 0.164, 0.162, 0.000, 0.004, 954, 1569, 0, 49, 49, 49, 48, 8.644, 7.888, 9.022, 0.000
11:14:20.254, 111.992, 0.528, 0.530, 0.000, 0.004, 1638, 1818, 0, 49, 49, 49, 48, 9.680, 14.778, 7.134, 1.000
11:14:21.257, 112.995, 0.267, 0.266, 0.000, 0.004, 965, 1835, 0, 48, 48, 48, 48, 6.928, 6.549, 7.116, 0.000
11:14:22.255, 113.993, 0.229, 0.228, 0.000, 0.004, 964, 1709, 0, 48, 48, 48, 48, 7.185, 7.519, 7.018, 0.000
11:14:23.262, 115.000, 0.285, 0.284, 0.000, 0.004, 971, 1739, 0, 48, 48, 48, 48, 8.050, 9.250, 7.453, 1.000
11:14:24.254, 115.993, 0.271, 0.270, 0.000, 0.004, 981, 1797, 0, 49, 49, 49, 48, 7.557, 8.586, 7.044, 0.000
